fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_armstrongk,results_raknerudz,results_petersons,results_absentee_armstrongk,results_absentee_raknerudz,results_absentee_petersons,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
38021,Dickey,2404,0,3,3,Merged into voters' home precincts and released with cumulative results,100,2404,>98%,>98% reported,edison,10,some,1263,1796,532,76,0,0,0,2020-11-16T15:47:57Z,52.57903,R+53,Armstrong +53,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38023,Divide,1191,0,4,4,Merged into voters' home precincts and released with cumulative results,100,1191,>98%,>98% reported,edison,10,some,852,913,242,36,0,0,0,2020-11-17T03:05:23Z,56.33921,R+56,Armstrong +56,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38025,Dunn,2327,0,12,12,Merged into voters' home precincts and released with cumulative results,100,2327,>98%,>98% reported,edison,10,some,1484,1948,319,60,0,0,0,2020-11-17T03:05:30Z,70.0043,R+70,Armstrong +70,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38027,Eddy,1245,0,2,2,None,100,1245,>98%,>98% reported,edison,10,some,776,874,336,35,0,0,0,2020-11-16T15:47:58Z,43.21285,R+43,Armstrong +43,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38029,Emmons,1977,0,5,5,Merged into voters' home precincts and released with cumulative results,100,1977,>98%,>98% reported,edison,10,unknown,1980,1736,207,34,0,0,0,2020-11-17T03:05:36Z,77.3394,R+77,Armstrong +77,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38031,Foster,1746,0,6,6,None,100,1746,>98%,>98% reported,edison,10,unknown,1491,1391,318,37,0,0,0,2020-11-17T03:05:42Z,61.45475,R+61,Armstrong +61,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38033,Golden Valley,1006,0,1,1,Other,100,1006,>98%,>98% reported,edison,10,unknown,737,871,114,21,0,0,0,2020-11-16T15:48:00Z,75.24851,R+75,Armstrong +75,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38035,Grand Forks,30188,26149,27,27,Released as a precinct at the end of tabulation,100,30188,>98%,>98% reported,edison,10,all,12348,18427,10746,1015,15712,9738,699,2020-11-17T03:05:48Z,25.44388,R+25,Armstrong +25,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38037,Grant,1378,0,4,4,Merged into voters' home precincts and released with cumulative results,100,1378,>98%,>98% reported,edison,10,unknown,2609,1163,189,26,0,0,0,2020-11-17T03:07:50Z,70.68215,R+71,Armstrong +71,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38039,Griggs,1227,0,5,5,Merged into voters' home precincts AFTER election night,100,1227,>98%,>98% reported,edison,10,unknown,2127,941,260,26,0,0,0,2020-11-17T03:05:53Z,55.50122,R+56,Armstrong +56,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38041,Hettinger,1301,0,4,4,Merged into voters' home precincts AFTER election night,100,1301,>98%,>98% reported,edison,10,some,588,1126,149,26,0,0,0,2020-11-17T03:07:56Z,75.09608,R+75,Armstrong +75,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38043,Kidder,1456,0,6,6,Merged into voters' home precincts and released with cumulative results,100,1456,>98%,>98% reported,edison,10,unknown,1937,1217,212,27,0,0,0,2020-11-17T03:08:01Z,69.02473,R+69,Armstrong +69,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
38045,LaMoure,2192,0,4,4,None,100,2192,>98%,>98% reported,edison,10,unknown,3164,1695,437,60,0,0,0,2020-11-17T03:08:05Z,57.39051,R+57,Armstrong +57,republican,ND-G-H-1-2020-11-03,nd-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-north-dakota.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-north-dakota.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,solid-rep,1,At-Large,ND,north-dakota,North Dakota,N.D.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",355223,128116,4,unknown,First polls close at 8 p.m. Eastern time.,First polls close in,Most polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,416,416,100% reporting,100%,99,355223,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-17T03:09:05Z,TRUE,41.45537,147259,R+41,Armstrong +41,republican,"","",6,-1,1604455500497
