fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_rosendalem,results_williamsk,results_absentee_rosendalem,results_absentee_williamsk,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
30021,Dawson,4800,0,7,7,Merged into voters' home precincts and released with cumulative results,100,4800,>98%,>98% reported,edison,6,unknown,4322,3639,1161,0,0,2020-11-11T03:26:00Z,51.625,R+52,Rosendale +52,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30023,Deer Lodge,4864,0,14,14,Merged into voters' home precincts and released with cumulative results,98,4949,98%,98% reported,edison,2,some,3414,2033,2831,0,0,2020-11-11T03:26:01Z,16.40625,D+16,Williams +16,democrat,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30025,Fallon,1563,0,1,1,Merged into voters' home precincts and released with cumulative results,96,1632,96%,96% reported,edison,2,unknown,899,1312,251,0,0,2020-11-11T03:26:01Z,67.88228,R+68,Rosendale +68,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30027,Fergus,6424,0,15,16,None,93,6891,93%,93% reported,edison,4,all,5078,4679,1745,0,0,2020-11-11T03:26:01Z,45.67248,R+46,Rosendale +46,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30029,Flathead,59574,0,42,42,Merged into voters' home precincts and released with cumulative results,100,42659,>98%,>98% reported,edison,2,some,38453,38341,21233,0,0,2020-11-11T03:26:01Z,28.71723,R+29,Rosendale +29,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30031,Gallatin,70581,0,32,32,Merged into voters' home precincts and released with cumulative results,100,48897,>98%,>98% reported,edison,4,some,51851,32159,38422,0,0,2020-11-11T03:26:02Z,8.87349,D+9,Williams +9,democrat,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30033,Garfield,801,0,4,4,Merged into voters' home precincts and released with cumulative results,100,787,>98%,>98% reported,edison,2,unknown,432,738,63,0,0,2020-11-11T03:26:02Z,84.26966,R+84,Rosendale +84,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30035,Glacier,5658,0,15,16,Merged into voters' home precincts and released with cumulative results,100,5658,>98%,>98% reported,edison,6,none,3322,1781,3877,0,0,2020-11-11T03:26:02Z,37.04489,D+37,Williams +37,democrat,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30037,Golden Valley,459,0,2,2,Merged into voters' home precincts and released with cumulative results,89,518,89%,89% reported,edison,2,unknown,422,412,47,0,0,2020-11-11T03:26:03Z,79.5207,R+80,Rosendale +80,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30039,Granite,2088,0,4,4,Merged into voters' home precincts and released with cumulative results,100,1629,>98%,>98% reported,edison,2,unknown,1243,1388,700,0,0,2020-11-11T03:26:03Z,32.95019,R+33,Rosendale +33,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30041,Hill,7153,0,16,17,Other,100,4861,>98%,>98% reported,edison,6,unknown,5547,3800,3353,0,0,2020-11-11T03:26:03Z,6.24913,R+6,Rosendale +6,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30043,Jefferson,8123,0,10,10,Released as a separate subtotal as first report of the night,100,8123,>98%,>98% reported,edison,6,all,4742,5288,2835,0,0,2020-11-11T03:26:03Z,30.1982,R+30,Rosendale +30,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
30045,Judith Basin,1344,0,4,4,Merged into voters' home precincts and released with cumulative results,100,1320,>98%,>98% reported,edison,2,unknown,837,998,346,0,0,2020-11-11T03:26:04Z,48.5119,R+49,Rosendale +49,republican,MT-G-H-1-2020-11-03,mt-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana-house-district-at-large.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-montana.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-montana.html,house,general,2020-11-03,FALSE,U.S. House At-Large,U.S. House,H,lean-rep,1,At-Large,MT,montana,Montana,Mont.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",598549,0,unknown,Polls close at 10 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T03:00:00.000Z,10 p.m.,650,663,98% reporting,98%,99,590000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-11T03:25:48Z,FALSE,12.00887,71879,R+12,Rosendale +12,republican,"","",0,0,1604473773708
