fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
30001,Beaverhead,5661,0,16,16,Merged into voters' home precincts AFTER election night,100,5665,>98%,>98% reported,edison,8,all,,4174,,,3923,1608,130,0,0,0,0,0,2020-11-24T13:22:15Z,40.89384,R+41,Trump +41,republican,40.89384,4849,45.6,4812,39.86,montana,2020-11-25T00:45:33.974164Z
30003,Big Horn,4784,0,19,19,Released as a separate subtotal as first report of the night,100,4794,>98%,>98% reported,edison,8,some,,2040,,,2207,2491,86,0,0,0,0,0,2020-11-24T13:22:16Z,5.93645,D+6,Biden +6,democrat,-5.93645,4237,-5.7,4626,-26.26,montana,2020-11-25T00:45:33.974164Z
30005,Blaine,3117,0,8,8,Merged into voters' home precincts AFTER election night,99,3135,>98%,>98% reported,edison,6,all,,1576,,,1469,1589,59,0,0,0,0,0,2020-11-24T13:22:16Z,3.84986,D+4,Biden +4,democrat,-3.84986,2684,2.5,2859,-15.32,montana,2020-11-25T00:45:33.974164Z
30007,Broadwater,4097,0,5,5,Merged into voters' home precincts and released with cumulative results,100,4110,>98%,>98% reported,edison,6,all,,2206,,,3173,835,89,0,0,0,0,0,2020-11-24T13:22:19Z,57.06615,R+57,Trump +57,republican,57.06615,3133,56.7,3011,46.1,montana,2020-11-25T00:45:33.974164Z
30009,Carbon,7101,0,13,13,Merged into voters' home precincts and released with cumulative results,100,7101,>98%,>98% reported,edison,8,all,,4579,,,4468,2421,163,49,0,0,0,0,2020-11-24T13:22:21Z,28.82693,R+29,Trump +29,republican,28.82693,5991,32,5847,23.72,montana,2020-11-25T00:45:33.974164Z
30011,Carter,864,0,4,4,Merged into voters' home precincts and released with cumulative results,100,864,>98%,>98% reported,edison,8,unknown,,414,,,775,74,15,0,0,0,0,0,2020-11-24T13:22:22Z,81.13426,R+81,Trump +81,republican,81.13426,786,77.4,796,73.12,montana,2020-11-25T00:45:33.974164Z
30013,Cascade,39885,0,23,23,Merged into voters' home precincts and released with cumulative results,100,40039,>98%,>98% reported,edison,8,all,,42859,,,23315,15456,1114,0,0,0,0,0,2020-11-24T13:22:23Z,19.70415,R+20,Trump +20,republican,19.70415,34571,21.6,34576,9,montana,2020-11-25T00:45:33.974164Z
30015,Chouteau,2974,0,9,9,Merged into voters' home precincts and released with cumulative results,99,2992,>98%,>98% reported,edison,8,all,,2205,,,1891,991,83,9,0,0,0,0,2020-11-24T13:22:24Z,30.26227,R+30,Trump +30,republican,30.26227,2603,36.4,2821,27.65,montana,2020-11-25T00:45:33.974164Z
30017,Custer,5883,0,14,14,Merged into voters' home precincts AFTER election night,100,5883,>98%,>98% reported,edison,8,unknown,,3874,,,4205,1514,141,23,0,0,0,0,2020-11-24T13:22:25Z,45.74197,R+46,Trump +46,republican,45.74197,5185,47.8,5365,28.7,montana,2020-11-25T00:45:33.974164Z
30019,Daniels,1014,0,4,4,Merged into voters' home precincts and released with cumulative results,98,1030,98%,98% reported,edison,8,unknown,,595,,,799,195,20,0,0,0,0,0,2020-11-24T13:22:26Z,59.56607,R+60,Trump +60,republican,59.56607,962,58.4,1007,49.95,montana,2020-11-25T00:45:33.974164Z
30021,Dawson,4837,0,7,7,Merged into voters' home precincts and released with cumulative results,100,4837,>98%,>98% reported,edison,8,all,,4322,,,3758,962,105,12,0,0,0,0,2020-11-24T13:22:28Z,57.80442,R+58,Trump +58,republican,57.80442,4409,57.5,4423,40.92,montana,2020-11-25T00:45:33.974164Z
30023,Deer Lodge,4891,0,14,14,Merged into voters' home precincts and released with cumulative results,100,4891,>98%,>98% reported,edison,8,some,,3414,,,2186,2562,143,0,0,0,0,0,2020-11-24T13:22:31Z,7.68759,D+8,Biden +8,democrat,-7.68759,4206,-7,4460,-31.66,montana,2020-11-25T00:45:33.974164Z
30025,Fallon,1575,0,1,1,Merged into voters' home precincts and released with cumulative results,100,1576,>98%,>98% reported,edison,8,unknown,,899,,,1375,172,28,0,0,0,0,0,2020-11-24T13:22:32Z,76.38095,R+76,Trump +76,republican,76.38095,1484,75.8,1406,63.37,montana,2020-11-25T00:45:33.974164Z
30027,Fergus,6531,0,16,16,None,100,6534,>98%,>98% reported,edison,8,unknown,,5078,,,4869,1496,142,24,0,0,0,0,2020-11-24T13:22:33Z,51.646,R+52,Trump +52,republican,51.646,5840,52.5,6071,43.11,montana,2020-11-25T00:45:33.974164Z
30029,Flathead,60258,0,42,42,Merged into voters' home precincts and released with cumulative results,100,60258,>98%,>98% reported,edison,8,some,,38453,,,38321,20274,1341,322,0,0,0,0,2020-11-24T13:22:34Z,29.94955,R+30,Trump +30,republican,29.94955,47496,35.7,43476,33.16,montana,2020-11-25T00:45:33.974164Z
30031,Gallatin,71507,0,32,32,Merged into voters' home precincts and released with cumulative results,100,71507,>98%,>98% reported,edison,8,unknown,,51851,,,31696,37044,2239,528,0,0,0,0,2020-11-24T13:22:35Z,7.47899,D+7,Biden +7,democrat,-7.47899,53819,-0.8,47908,5,montana,2020-11-25T00:45:33.974164Z
30033,Garfield,813,0,4,4,Merged into voters' home precincts and released with cumulative results,100,813,>98%,>98% reported,edison,8,unknown,,432,,,764,41,8,0,0,0,0,0,2020-11-24T13:22:35Z,88.92989,R+89,Trump +89,republican,88.92989,718,86.2,701,79.32,montana,2020-11-25T00:45:33.974164Z
30035,Glacier,5639,0,16,16,Merged into voters' home precincts and released with cumulative results,99,5719,>98%,>98% reported,edison,8,unknown,,3322,,,1884,3610,123,22,0,0,0,0,2020-11-24T13:22:36Z,30.60826,D+31,Biden +31,democrat,-30.60826,5075,-29.6,4452,-33.89,montana,2020-11-25T00:45:33.974164Z
30037,Golden Valley,503,0,2,2,Merged into voters' home precincts and released with cumulative results,100,504,>98%,>98% reported,edison,8,unknown,,422,,,414,78,11,0,0,0,0,0,2020-11-24T13:22:36Z,66.7992,R+67,Trump +67,republican,66.7992,474,62,479,50.31,montana,2020-11-25T00:45:33.974164Z
30039,Granite,2102,0,4,4,Merged into voters' home precincts and released with cumulative results,100,2102,>98%,>98% reported,edison,8,unknown,,1243,,,1419,638,45,0,0,0,0,0,2020-11-24T13:22:38Z,37.15509,R+37,Trump +37,republican,37.15509,1777,40.5,1705,33.67,montana,2020-11-25T00:45:33.974164Z
30041,Hill,7182,0,17,17,Other,99,7223,>98%,>98% reported,edison,8,unknown,,5547,,,3957,2981,244,0,0,0,0,0,2020-11-24T13:22:40Z,13.58953,R+14,Trump +14,republican,13.58953,6445,17.2,6825,-3.5,montana,2020-11-25T00:45:33.974164Z
30043,Jefferson,8191,0,10,10,Released as a separate subtotal as first report of the night,100,8191,>98%,>98% reported,edison,8,all,,4742,,,5345,2625,181,40,0,0,0,0,2020-11-24T13:22:41Z,33.20718,R+33,Trump +33,republican,33.20718,6714,32.5,6521,27.34,montana,2020-11-25T00:45:33.974164Z
30045,Judith Basin,1344,0,4,4,Merged into voters' home precincts and released with cumulative results,100,1348,>98%,>98% reported,edison,8,unknown,,837,,,1040,275,29,0,0,0,0,0,2020-11-24T13:22:42Z,56.91964,R+57,Trump +57,republican,56.91964,1208,52.7,1215,42.55,montana,2020-11-25T00:45:33.974164Z
30047,Lake,16626,0,22,22,Merged into voters' home precincts and released with cumulative results,100,16628,>98%,>98% reported,edison,8,unknown,,10643,,,9322,6916,388,0,0,0,0,0,2020-11-24T13:22:43Z,14.47131,R+14,Trump +14,republican,14.47131,13181,20.9,13304,10,montana,2020-11-25T00:45:33.974164Z
30049,Lewis and Clark,42485,0,33,33,Released as a separate subtotal as first report of the night,100,42509,>98%,>98% reported,edison,8,unknown,,29778,,,21409,19743,1113,220,0,0,0,0,2020-11-24T13:22:43Z,3.92138,R+4,Trump +4,republican,3.92138,35296,6.8,33318,3.55,montana,2020-11-25T00:45:33.974164Z
30051,Liberty,1083,0,4,4,Merged into voters' home precincts and released with cumulative results,100,1088,>98%,>98% reported,edison,8,unknown,,763,,,821,249,13,0,0,0,0,0,2020-11-24T13:22:44Z,52.81625,R+53,Trump +53,republican,52.81625,961,51.2,998,44.59,montana,2020-11-25T00:45:33.974164Z
30053,Lincoln,11747,0,14,14,Merged into voters' home precincts and released with cumulative results,100,11747,>98%,>98% reported,edison,8,unknown,,6806,,,8672,2835,240,0,0,0,0,0,2020-11-24T13:22:45Z,49.68928,R+50,Trump +50,republican,49.68928,9330,50.2,8890,39.43,montana,2020-11-25T00:45:33.974164Z
