fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_hyde_smithc,results_espym,results_edwardsj,results_write_ins,results_absentee_hyde_smithc,results_absentee_espym,results_absentee_edwardsj,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
28047,Harrison,75776,0,53,53,None,100,75865,>98%,>98% reported,edison,10,unknown,,2776,,,43180,30367,2152,77,0,0,0,0,2020-11-16T15:47:57Z,16.90905,R+17,Hyde-Smith +17,republican,mississippi,2020-11-17T00:44:24.287895Z
28049,Hinds,81778,0,108,108,Merged into voters' home precincts and released with cumulative results,70,117140,70%,70% reported,edison,2,unknown,,2988,,,19840,61082,818,38,0,0,0,0,2020-11-16T15:47:57Z,50.43166,D+50,Espy +50,democrat,mississippi,2020-11-17T00:44:24.287895Z
28051,Holmes,6490,0,15,15,None,99,6542,>98%,>98% reported,edison,6,none,,726,,,1066,5384,36,4,0,0,0,0,2020-11-16T15:47:57Z,66.53313,D+67,Espy +67,democrat,mississippi,2020-11-17T00:44:24.287895Z
28053,Humphreys,4163,0,13,13,Merged into voters' home precincts and released with cumulative results,100,4164,>98%,>98% reported,edison,6,all,,214,,,1020,3113,29,1,0,0,0,0,2020-11-16T15:47:58Z,50.27624,D+50,Espy +50,democrat,mississippi,2020-11-17T00:44:24.287895Z
28055,Issaquena,682,0,5,5,None,100,682,>98%,>98% reported,edison,10,all,,64,,,309,367,5,1,0,0,0,0,2020-11-16T15:47:58Z,8.5044,D+9,Espy +9,democrat,mississippi,2020-11-17T00:44:24.287895Z
28057,Itawamba,10761,0,28,28,Merged into voters' home precincts and released with cumulative results,99,10826,>98%,>98% reported,edison,10,unknown,,362,,,8818,1680,251,12,0,0,0,0,2020-11-16T17:41:02Z,66.33213,R+66,Hyde-Smith +66,republican,mississippi,2020-11-17T00:44:24.287895Z
28059,Jackson,54329,0,32,32,None,99,54623,>98%,>98% reported,edison,10,unknown,,1386,,,33608,19334,1325,62,0,0,0,0,2020-11-16T19:16:25Z,26.27326,R+26,Hyde-Smith +26,republican,mississippi,2020-11-17T00:44:24.287895Z
28061,Jasper,8754,0,17,17,Merged into voters' home precincts and released with cumulative results,100,8754,>98%,>98% reported,edison,10,unknown,,592,,,4102,4556,92,4,0,0,0,0,2020-11-16T15:47:59Z,5.1862,D+5,Espy +5,democrat,mississippi,2020-11-17T00:44:24.287895Z
28065,Jeff Davis,6202,4643,17,17,None,100,6213,>98%,>98% reported,edison,10,unknown,,578,,,2400,3758,44,0,1822,2787,34,0,2020-11-16T15:48:00Z,21.89616,D+22,Espy +22,democrat,mississippi,2020-11-17T00:44:24.287895Z
28063,Jefferson,3913,0,12,12,None,100,3772,>98%,>98% reported,edison,4,some,,600,,,475,3426,12,0,0,0,0,0,2020-11-16T15:48:00Z,75.41528,D+75,Espy +75,democrat,mississippi,2020-11-17T00:44:24.287895Z
28067,Jones,29980,0,37,37,None,100,30091,>98%,>98% reported,edison,10,some,,1822,,,19917,9422,641,0,0,0,0,0,2020-11-16T15:48:01Z,35.00667,R+35,Hyde-Smith +35,republican,mississippi,2020-11-17T00:44:24.287895Z
28069,Kemper,4726,0,14,14,None,100,4732,>98%,>98% reported,edison,10,unknown,,966,,,1720,2965,40,1,0,0,0,0,2020-11-16T15:48:01Z,26.34363,D+26,Espy +26,democrat,mississippi,2020-11-17T00:44:24.287895Z
28071,Lafayette,23365,0,18,18,Merged into voters' home precincts and released with cumulative results,100,23481,>98%,>98% reported,edison,10,some,,2116,,,12127,10806,432,0,0,0,0,0,2020-11-16T15:48:02Z,5.65376,R+6,Hyde-Smith +6,republican,mississippi,2020-11-17T00:44:24.287895Z
28073,Lamar,28469,0,23,23,Released as a separate subtotal at the end of tabulation,100,28526,>98%,>98% reported,edison,10,unknown,,946,,,19588,8157,693,31,0,0,0,0,2020-11-16T15:48:03Z,40.15245,R+40,Hyde-Smith +40,republican,mississippi,2020-11-17T00:44:24.287895Z
28075,Lauderdale,31137,0,40,40,Merged into voters' home precincts and released with cumulative results,100,31266,>98%,>98% reported,edison,10,unknown,,2082,,,17082,13537,501,17,0,0,0,0,2020-11-16T15:48:03Z,11.38517,R+11,Hyde-Smith +11,republican,mississippi,2020-11-17T00:44:24.287895Z
28077,Lawrence,6547,976,24,24,None,100,6547,>98%,>98% reported,edison,6,all,,602,,,4193,2295,56,3,554,415,7,0,2020-11-16T15:48:03Z,28.99038,R+29,Hyde-Smith +29,republican,mississippi,2020-11-17T00:44:24.287895Z
28079,Leake,9209,0,19,19,None,100,9209,>98%,>98% reported,edison,10,unknown,,646,,,4991,4123,92,3,0,0,0,0,2020-11-16T15:48:04Z,9.42556,R+9,Hyde-Smith +9,republican,mississippi,2020-11-17T00:44:24.287895Z
28081,Lee,31657,0,36,36,Merged into voters' home precincts and released with cumulative results,82,38837,82%,82% reported,edison,4,none,,1452,,,19938,10996,680,43,0,0,0,0,2020-11-16T15:48:04Z,28.24652,R+28,Hyde-Smith +28,republican,mississippi,2020-11-17T00:44:24.287895Z
28083,Leflore,8181,0,18,18,None,100,8181,>98%,>98% reported,edison,6,none,,646,,,2434,5693,52,2,0,0,0,0,2020-11-16T15:48:04Z,39.83621,D+40,Espy +40,democrat,mississippi,2020-11-17T00:44:24.287895Z
28085,Lincoln,16810,0,30,30,None,100,16818,>98%,>98% reported,edison,10,unknown,,1042,,,11378,5256,168,8,0,0,0,0,2020-11-16T15:48:05Z,36.4188,R+36,Hyde-Smith +36,republican,mississippi,2020-11-17T00:44:24.287895Z
28087,Lowndes,27237,26957,20,20,None,100,27273,>98%,>98% reported,edison,10,unknown,,1206,,,13010,13843,369,15,12918,13657,367,15,2020-11-16T15:48:06Z,3.05834,D+3,Espy +3,democrat,mississippi,2020-11-17T00:44:24.287895Z
28089,Madison,45773,0,43,43,None,100,45773,>98%,>98% reported,edison,6,none,,2144,,,25209,19790,736,38,0,0,0,0,2020-11-16T15:48:07Z,11.83886,R+12,Hyde-Smith +12,republican,mississippi,2020-11-17T00:44:24.287895Z
28091,Marion,12191,0,22,22,None,100,12194,>98%,>98% reported,edison,10,unknown,,980,,,7821,4177,187,6,0,0,0,0,2020-11-16T15:48:07Z,29.8909,R+30,Hyde-Smith +30,republican,mississippi,2020-11-17T00:44:24.287895Z
28093,Marshall,15708,0,24,24,Merged into voters' home precincts and released with cumulative results,99,15830,>98%,>98% reported,edison,10,unknown,,920,,,6904,8590,212,2,0,0,0,0,2020-11-16T19:22:31Z,10.73338,D+11,Espy +11,democrat,mississippi,2020-11-17T00:44:24.287895Z
28095,Monroe,17280,0,26,26,None,100,17280,>98%,>98% reported,edison,10,unknown,,978,,,10516,6441,314,9,0,0,0,0,2020-11-16T19:19:22Z,23.58218,R+24,Hyde-Smith +24,republican,mississippi,2020-11-17T00:44:24.287895Z
28097,Montgomery,5091,0,15,15,None,100,5091,>98%,>98% reported,edison,10,unknown,,726,,,2738,2264,86,3,0,0,0,0,2020-11-16T15:48:10Z,9.31055,R+9,Hyde-Smith +9,republican,mississippi,2020-11-17T00:44:24.287895Z
28099,Neshoba,11640,0,27,27,None,99,11720,>98%,>98% reported,edison,10,unknown,,468,,,7797,3602,234,7,0,0,0,0,2020-11-16T17:50:13Z,36.03952,R+36,Hyde-Smith +36,republican,mississippi,2020-11-17T00:44:24.287895Z
28101,Newton,10129,0,16,16,Merged into voters' home precincts and released with cumulative results,99,10189,>98%,>98% reported,edison,10,unknown,,568,,,6659,3290,176,4,0,0,0,0,2020-11-16T15:48:11Z,33.26093,R+33,Hyde-Smith +33,republican,mississippi,2020-11-17T00:44:24.287895Z
28103,Noxubee,5337,1282,8,8,Merged into voters' home precincts and released with cumulative results,100,5341,>98%,>98% reported,edison,10,unknown,,382,,,1178,4138,21,0,171,1108,3,0,2020-11-16T15:48:11Z,55.46187,D+55,Espy +55,democrat,mississippi,2020-11-17T00:44:24.287895Z
28105,Oktibbeha,19781,0,20,20,Released as a separate subtotal at the end of tabulation,100,17702,>98%,>98% reported,edison,2,some,,1134,,,8592,10870,313,6,0,0,0,0,2020-11-16T17:44:49Z,11.5161,D+12,Espy +12,democrat,mississippi,2020-11-17T00:44:24.287895Z
28107,Panola,15610,0,21,21,Merged into voters' home precincts AFTER election night,100,15635,>98%,>98% reported,edison,10,unknown,,1296,,,7425,7953,220,12,0,0,0,0,2020-11-16T15:48:13Z,3.38245,D+3,Espy +3,democrat,mississippi,2020-11-17T00:44:24.287895Z
28109,Pearl River,23669,0,26,26,Merged into voters' home precincts and released with cumulative results,98,24056,98%,98% reported,edison,10,unknown,,1048,,,17814,5053,780,22,0,0,0,0,2020-11-16T15:48:13Z,53.9144,R+54,Hyde-Smith +54,republican,mississippi,2020-11-17T00:44:24.287895Z
28111,Perry,5902,0,15,15,Merged into voters' home precincts and released with cumulative results,100,5922,>98%,>98% reported,edison,10,unknown,,400,,,4204,1555,142,1,0,0,0,0,2020-11-16T15:48:13Z,44.88309,R+45,Hyde-Smith +45,republican,mississippi,2020-11-17T00:44:24.287895Z
28113,Pike,17362,0,25,25,None,100,17362,>98%,>98% reported,edison,10,some,,1376,,,8044,9048,257,13,0,0,0,0,2020-11-16T15:48:14Z,5.78274,D+6,Espy +6,democrat,mississippi,2020-11-17T00:44:24.287895Z
28115,Pontotoc,14317,0,28,28,Merged into voters' home precincts and released with cumulative results,100,14377,>98%,>98% reported,edison,10,unknown,,602,,,10803,3164,337,13,0,0,0,0,2020-11-16T15:48:14Z,53.35615,R+53,Hyde-Smith +53,republican,mississippi,2020-11-17T00:44:24.287895Z
28117,Prentiss,10535,0,15,15,None,99,10588,>98%,>98% reported,edison,10,unknown,,438,,,7603,2694,227,11,0,0,0,0,2020-11-16T15:48:15Z,46.59706,R+47,Hyde-Smith +47,republican,mississippi,2020-11-17T00:44:24.287895Z
28119,Quitman,3238,0,10,10,Merged into voters' home precincts and released with cumulative results,100,3238,>98%,>98% reported,edison,10,unknown,,1586,,,883,2307,48,0,0,0,0,0,2020-11-16T17:52:13Z,43.97776,D+44,Espy +44,democrat,mississippi,2020-11-17T00:44:24.287895Z
28121,Rankin,70481,0,48,48,None,100,70655,>98%,>98% reported,edison,10,some,,3512,,,48502,20315,1664,0,0,0,0,0,2020-11-16T15:48:16Z,39.99234,R+40,Hyde-Smith +40,republican,mississippi,2020-11-17T00:44:24.287895Z
28123,Scott,10734,0,23,23,None,100,10744,>98%,>98% reported,edison,10,unknown,,356,,,5933,4649,151,1,0,0,0,0,2020-11-16T15:48:16Z,11.96199,R+12,Hyde-Smith +12,republican,mississippi,2020-11-17T00:44:24.287895Z
28125,Sharkey,2181,0,10,10,Released with cumulative results periodically election night,100,2183,>98%,>98% reported,edison,10,unknown,,144,,,663,1511,7,0,0,0,0,0,2020-11-16T15:48:17Z,38.88125,D+39,Espy +39,democrat,mississippi,2020-11-17T00:44:24.287895Z
28127,Simpson,11825,0,23,23,None,100,11825,>98%,>98% reported,edison,10,unknown,,558,,,7381,4303,138,3,0,0,0,0,2020-11-16T15:48:17Z,26.0296,R+26,Hyde-Smith +26,republican,mississippi,2020-11-17T00:44:24.287895Z
28129,Smith,8309,0,18,18,Merged into voters' home precincts and released with cumulative results,100,8327,>98%,>98% reported,edison,10,unknown,,678,,,6202,1977,130,0,0,0,0,0,2020-11-16T15:48:18Z,50.84848,R+51,Hyde-Smith +51,republican,mississippi,2020-11-17T00:44:24.287895Z
28131,Stone,7858,0,15,15,Merged into voters' home precincts and released with cumulative results,100,7878,>98%,>98% reported,edison,10,unknown,,338,,,5609,2051,198,0,0,0,0,0,2020-11-16T19:30:23Z,45.2787,R+45,Hyde-Smith +45,republican,mississippi,2020-11-17T00:44:24.287895Z
28133,Sunflower,9685,0,17,17,None,100,9554,>98%,>98% reported,edison,4,unknown,,234,,,2623,7020,42,0,0,0,0,0,2020-11-16T22:58:00Z,45.4001,D+45,Espy +45,democrat,mississippi,2020-11-17T00:44:24.287895Z
28135,Tallahatchie,5690,0,21,21,Merged into voters' home precincts and released with cumulative results,100,5691,>98%,>98% reported,edison,10,unknown,,916,,,2309,3316,64,1,0,0,0,0,2020-11-16T15:48:19Z,17.69772,D+18,Espy +18,democrat,mississippi,2020-11-17T00:44:24.287895Z
28137,Tate,13032,0,20,20,None,99,13101,>98%,>98% reported,edison,10,unknown,,602,,,8071,4694,256,11,0,0,0,0,2020-11-16T15:48:20Z,25.91314,R+26,Hyde-Smith +26,republican,mississippi,2020-11-17T00:44:24.287895Z
28139,Tippah,10034,0,24,24,None,99,10102,>98%,>98% reported,edison,10,unknown,,540,,,7394,2432,208,0,0,0,0,0,2020-11-16T15:48:20Z,49.45186,R+49,Hyde-Smith +49,republican,mississippi,2020-11-17T00:44:24.287895Z
28141,Tishomingo,9073,0,14,14,Merged into voters' home precincts and released with cumulative results,99,9147,>98%,>98% reported,edison,10,unknown,,594,,,7216,1594,256,7,0,0,0,0,2020-11-16T17:56:14Z,61.96407,R+62,Hyde-Smith +62,republican,mississippi,2020-11-17T00:44:24.287895Z
28143,Tunica,3573,0,12,12,Merged into voters' home precincts and released with cumulative results,100,3573,>98%,>98% reported,edison,10,unknown,,230,,,814,2717,42,0,0,0,0,0,2020-11-16T15:47:45Z,53.26057,D+53,Espy +53,democrat,mississippi,2020-11-17T00:44:24.287895Z
28145,Union,12656,0,20,20,Merged into voters' home precincts and released with cumulative results,100,12683,>98%,>98% reported,edison,10,none,,700,,,9572,2660,424,0,0,0,0,0,2020-11-16T15:47:45Z,54.61441,R+55,Hyde-Smith +55,republican,mississippi,2020-11-17T00:44:24.287895Z
28147,Walthall,5696,0,20,20,None,77,7375,77%,77% reported,edison,2,unknown,,466,,,3254,2367,71,4,0,0,0,0,2020-11-16T15:47:46Z,15.57233,R+16,Hyde-Smith +16,republican,mississippi,2020-11-17T00:44:24.287895Z
28149,Warren,21112,0,23,23,None,100,20893,>98%,>98% reported,edison,2,unknown,,1150,,,9783,11084,244,1,0,0,0,0,2020-11-16T15:47:47Z,6.16237,D+6,Espy +6,democrat,mississippi,2020-11-17T00:44:24.287895Z
28151,Washington,10505,0,19,19,None,63,16776,63%,63% reported,edison,4,unknown,,914,,,3810,6596,90,9,0,0,0,0,2020-11-16T15:47:47Z,26.5207,D+27,Espy +27,democrat,mississippi,2020-11-17T00:44:24.287895Z
28153,Wayne,10087,0,22,22,Merged into voters' home precincts and released with cumulative results,100,10087,>98%,>98% reported,edison,10,unknown,,850,,,5984,3954,144,5,0,0,0,0,2020-11-16T15:47:48Z,20.12491,R+20,Hyde-Smith +20,republican,mississippi,2020-11-17T00:44:24.287895Z
28155,Webster,5384,0,17,17,Merged into voters' home precincts and released with cumulative results,100,5402,>98%,>98% reported,edison,10,unknown,,262,,,4067,1198,113,6,0,0,0,0,2020-11-16T15:47:48Z,53.28752,R+53,Hyde-Smith +53,republican,mississippi,2020-11-17T00:44:24.287895Z
28157,Wilkinson,4045,0,9,9,None,98,4129,98%,98% reported,edison,2,none,,326,,,1282,2683,79,1,0,0,0,0,2020-11-16T15:47:49Z,34.63535,D+35,Espy +35,democrat,mississippi,2020-11-17T00:44:24.287895Z
28159,Winston,9204,0,12,12,Merged into voters' home precincts and released with cumulative results,96,9600,96%,96% reported,edison,2,some,,794,,,4820,4267,114,3,0,0,0,0,2020-11-16T15:47:49Z,6.00826,R+6,Hyde-Smith +6,republican,mississippi,2020-11-17T00:44:24.287895Z
28161,Yalobusha,6512,0,12,12,None,100,6538,>98%,>98% reported,edison,10,unknown,,552,,,3415,3005,88,4,0,0,0,0,2020-11-16T15:47:50Z,6.29607,R+6,Hyde-Smith +6,republican,mississippi,2020-11-17T00:44:24.287895Z
28163,Yazoo,10438,0,23,23,Merged into voters' home precincts and released with cumulative results,100,10441,>98%,>98% reported,edison,10,unknown,,470,,,4551,5804,79,4,0,0,0,0,2020-11-16T19:33:40Z,12.00422,D+12,Espy +12,democrat,mississippi,2020-11-17T00:44:24.287895Z
