fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_cornynj,results_hegarm,results_mckennonk,results_collinsda,results_write_ins,results_absentee_cornynj,results_absentee_hegarm,results_absentee_mckennonk,results_absentee_collinsda,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
48195,Hansford,2022,1348,6,8,Released as a precinct as first report of the night,87,2317,87%,87% reported,edison,2,unknown,,1429,,,1838,158,21,5,0,1229,104,10,5,0,2020-11-04T10:44:09Z,83.08605,R+83,Cornyn +83,republican,texas,2020-11-10T20:55:22.941881Z
48197,Hardeman,1555,1001,3,4,Released as a precinct as first report of the night,87,1787,87%,87% reported,edison,2,unknown,,1239,,,1313,232,9,1,0,834,161,5,1,0,2020-11-04T10:44:09Z,69.51768,R+70,Cornyn +70,republican,texas,2020-11-10T20:55:22.941881Z
48199,Hardin,27307,22582,18,20,Released as a precinct as first report of the night,100,26901,>98%,>98% reported,edison,2,unknown,,18988,,,23468,3362,390,87,0,19347,2900,274,61,0,2020-11-04T10:44:09Z,73.62947,R+74,Cornyn +74,republican,texas,2020-11-10T20:55:22.941881Z
48201,Harris,1608003,1413822,955,1013,Released as a precinct as first report of the night,94,1705746,94%,94% reported,edison,2,some,,1267589,,,717549,848498,29134,12801,21,626935,754380,22676,9810,21,2020-11-06T14:00:30Z,8.14358,D+8,Hegar +8,democrat,texas,2020-11-10T20:55:22.941881Z
48203,Harrison,29141,25284,23,27,Released as a precinct as first report of the night,93,31350,93%,93% reported,edison,2,some,,29321,,,21091,7517,434,99,0,18276,6596,329,83,0,2020-11-04T10:44:10Z,46.58042,R+47,Cornyn +47,republican,texas,2020-11-10T20:55:22.941881Z
48205,Hartley,2070,1614,6,7,Released as a precinct as first report of the night,90,2305,90%,90% reported,edison,2,unknown,,1711,,,1857,176,27,10,0,1455,135,20,4,0,2020-11-04T10:44:10Z,81.20773,R+81,Cornyn +81,republican,texas,2020-11-10T20:55:22.941881Z
48207,Haskell,2180,1364,5,5,Released as a precinct as first report of the night,92,2374,92%,92% reported,edison,2,unknown,,1208,,,1805,347,15,13,0,1117,232,8,7,0,2020-11-04T10:44:11Z,66.88073,R+67,Cornyn +67,republican,texas,2020-11-10T20:55:22.941881Z
48209,Hays,107989,97630,69,69,Released as a precinct as first report of the night,100,91536,>98%,>98% reported,edison,2,some,,65929,,,49279,55319,2579,811,1,44081,50806,2089,653,1,2020-11-04T10:44:11Z,5.59316,D+6,Hegar +6,democrat,texas,2020-11-10T20:55:22.941881Z
48211,Hemphill,1693,1154,7,9,Released as a precinct as first report of the night,85,2002,85%,85% reported,edison,2,unknown,,1081,,,1465,197,22,9,0,999,139,12,4,0,2020-11-04T10:44:12Z,74.89663,R+75,Cornyn +75,republican,texas,2020-11-10T20:55:22.941881Z
48213,Henderson,35986,29551,26,28,Released as a precinct as first report of the night,100,35481,>98%,>98% reported,edison,2,unknown,,26045,,,28625,6660,522,179,0,23486,5580,368,117,0,2020-11-04T10:44:12Z,61.03763,R+61,Cornyn +61,republican,texas,2020-11-10T20:55:22.941881Z
48215,Hidalgo,208422,178272,237,256,Released as a precinct as first report of the night,92,225468,92%,92% reported,edison,2,some,,168180,,,83808,116330,5023,3102,159,71185,100886,3844,2349,8,2020-11-06T21:29:25Z,15.60392,D+16,Hegar +16,democrat,texas,2020-11-10T20:55:22.941881Z
48217,Hill,14740,9572,19,22,Released as a precinct as first report of the night,99,14843,>98%,>98% reported,edison,6,all,,8740,,,11788,2660,195,97,0,7533,1881,105,53,0,2020-11-04T10:44:13Z,61.92673,R+62,Cornyn +62,republican,texas,2020-11-10T20:55:22.941881Z
48219,Hockley,7983,6242,13,15,Released as a precinct as first report of the night,92,8633,92%,92% reported,edison,2,unknown,,6866,,,6447,1384,122,28,2,5067,1084,75,14,2,2020-11-04T10:44:14Z,63.42227,R+63,Cornyn +63,republican,texas,2020-11-10T20:55:22.941881Z
48221,Hood,32180,25349,15,16,Released as a precinct as first report of the night,99,32582,>98%,>98% reported,edison,6,some,,23816,,,26244,5223,508,189,16,20536,4371,311,129,2,2020-11-06T21:12:18Z,65.32318,R+65,Cornyn +65,republican,texas,2020-11-10T20:55:22.941881Z
48223,Hopkins,15638,12743,20,22,Released as a precinct as first report of the night,98,15987,98%,98% reported,edison,2,unknown,,12167,,,12490,2831,236,81,0,10171,2349,166,57,0,2020-11-04T10:44:15Z,61.76621,R+62,Cornyn +62,republican,texas,2020-11-10T20:55:22.941881Z
48225,Houston,9299,6986,18,22,Released as a precinct as first report of the night,94,9864,94%,94% reported,edison,2,unknown,,7268,,,6985,2193,91,28,2,5159,1751,62,13,1,2020-11-04T13:49:55Z,51.53242,R+52,Cornyn +52,republican,texas,2020-11-10T20:55:22.941881Z
48227,Howard,9834,8172,23,27,Released as a precinct as first report of the night,95,10301,95%,95% reported,edison,2,unknown,,8479,,,7680,1915,190,44,5,6398,1604,139,26,5,2020-11-04T10:44:15Z,58.62314,R+59,Cornyn +59,republican,texas,2020-11-10T20:55:22.941881Z
48229,Hudspeth,1153,565,5,5,Released as a precinct as first report of the night,100,1132,>98%,>98% reported,edison,2,unknown,,355,,,673,443,21,15,1,362,190,9,4,0,2020-11-04T10:44:15Z,19.94796,R+20,Cornyn +20,republican,texas,2020-11-10T20:55:22.941881Z
48231,Hunt,38006,27946,31,34,Released as a precinct as first report of the night,100,37262,>98%,>98% reported,edison,2,unknown,,22277,,,28864,8293,626,223,0,21024,6392,387,143,0,2020-11-04T10:59:55Z,54.12566,R+54,Cornyn +54,republican,texas,2020-11-10T20:55:22.941881Z
48233,Hutchinson,8662,6939,7,9,Released as a precinct as first report of the night,90,9631,90%,90% reported,edison,2,unknown,,7976,,,7555,892,175,36,4,6098,698,117,24,2,2020-11-04T10:44:16Z,76.92219,R+77,Cornyn +77,republican,texas,2020-11-10T20:55:22.941881Z
48235,Irion,880,662,4,5,Released as a precinct as first report of the night,86,1024,86%,86% reported,edison,2,unknown,,640,,,760,111,9,0,0,568,89,5,0,0,2020-11-04T10:44:16Z,73.75,R+74,Cornyn +74,republican,texas,2020-11-10T20:55:22.941881Z
48237,Jack,3697,2878,6,7,Released as a precinct as first report of the night,93,3956,93%,93% reported,edison,2,unknown,,2721,,,3319,319,41,17,1,2580,255,29,13,1,2020-11-04T10:44:16Z,81.14688,R+81,Cornyn +81,republican,texas,2020-11-10T20:55:22.941881Z
48239,Jackson,6167,5062,9,10,Released as a precinct as first report of the night,98,6262,98%,98% reported,edison,2,unknown,,4125,,,5058,1003,76,26,4,4181,807,51,20,3,2020-11-04T10:44:16Z,65.7532,R+66,Cornyn +66,republican,texas,2020-11-10T20:55:22.941881Z
48241,Jasper,15257,12546,18,21,Released as a precinct as first report of the night,96,15961,96%,96% reported,edison,2,unknown,,13365,,,12235,2803,175,41,3,10000,2390,120,33,3,2020-11-04T10:44:16Z,61.8208,R+62,Cornyn +62,republican,texas,2020-11-10T20:55:22.941881Z
48243,Jeff Davis,1285,1025,5,6,Released as a precinct as first report of the night,85,1510,85%,85% reported,edison,2,unknown,,1320,,,766,483,30,6,0,601,400,18,6,0,2020-11-04T10:44:17Z,22.02335,R+22,Cornyn +22,republican,texas,2020-11-10T20:55:22.941881Z
48245,Jefferson,92835,82650,114,140,Released as a precinct as first report of the night,89,104649,89%,89% reported,edison,2,all,,111555,,,46893,44063,1413,462,4,41745,39438,1090,375,2,2020-11-04T10:44:17Z,3.04842,R+3,Cornyn +3,republican,texas,2020-11-10T20:55:22.941881Z
48247,Jim Hogg,1842,1311,6,6,Released as a precinct as first report of the night,67,2755,67%,67% reported,edison,2,unknown,,974,,,650,1136,30,26,0,398,882,15,16,0,2020-11-09T23:01:04Z,26.38436,D+26,Hegar +26,democrat,texas,2020-11-10T20:55:22.941881Z
48249,Jim Wells,13101,9682,17,22,Released as a precinct as first report of the night,81,16093,81%,81% reported,edison,2,unknown,,4321,,,6900,5927,167,107,0,4980,4531,106,65,0,2020-11-05T14:29:54Z,7.42691,R+7,Cornyn +7,republican,texas,2020-11-10T20:55:22.941881Z
48251,Johnson,71333,60709,34,36,Released as a precinct as first report of the night,99,71928,>98%,>98% reported,edison,6,all,,51853,,,54306,15431,1212,369,15,46065,13455,916,261,12,2020-11-04T10:44:17Z,54.49792,R+54,Cornyn +54,republican,texas,2020-11-10T20:55:22.941881Z
48253,Jones,6571,4323,10,12,Released as a precinct as first report of the night,93,7038,93%,93% reported,edison,2,unknown,,3234,,,5506,958,80,27,0,3593,665,48,17,0,2020-11-04T10:44:17Z,69.21321,R+69,Cornyn +69,republican,texas,2020-11-10T20:55:22.941881Z
48255,Karnes,5068,3575,14,15,Released as a precinct as first report of the night,100,4957,>98%,>98% reported,edison,2,unknown,,2303,,,3823,1167,58,20,0,2636,890,34,15,0,2020-11-04T10:44:17Z,52.40726,R+52,Cornyn +52,republican,texas,2020-11-10T20:55:22.941881Z
48257,Kaufman,56241,48257,31,31,Released as a precinct as first report of the night,100,48730,>98%,>98% reported,edison,4,all,,36321,,,37504,17401,953,349,34,31918,15301,746,266,26,2020-11-04T10:44:17Z,35.74439,R+36,Cornyn +36,republican,texas,2020-11-10T20:55:22.941881Z
48259,Kendall,26358,23479,11,11,Released as a precinct as first report of the night,100,25521,>98%,>98% reported,edison,2,unknown,,20363,,,20561,5325,373,99,0,18194,4920,294,71,0,2020-11-04T10:44:18Z,57.80408,R+58,Cornyn +58,republican,texas,2020-11-10T20:55:22.941881Z
48261,Kenedy,169,111,4,6,Released as a precinct as first report of the night,70,242,70%,70% reported,edison,2,unknown,,104,,,107,57,4,1,0,70,37,3,1,0,2020-11-04T10:44:18Z,29.5858,R+30,Cornyn +30,republican,texas,2020-11-10T20:55:22.941881Z
48263,Kent,445,309,6,7,Released as a precinct as first report of the night,79,564,79%,79% reported,edison,2,unknown,,353,,,386,53,4,2,0,260,47,2,0,0,2020-11-04T10:44:18Z,74.83146,R+75,Cornyn +75,republican,texas,2020-11-10T20:55:22.941881Z
48265,Kerr,27505,23890,19,21,Released as a precinct as first report of the night,96,28762,96%,96% reported,edison,4,some,,26771,,,21000,5933,444,127,1,18138,5332,327,92,1,2020-11-04T10:43:27Z,54.77913,R+55,Cornyn +55,republican,texas,2020-11-10T20:55:22.941881Z
48267,Kimble,2253,1778,7,8,Released as a precinct as first report of the night,98,2305,98%,98% reported,edison,2,unknown,,1950,,,1962,254,28,9,0,1553,201,19,5,0,2020-11-04T10:43:28Z,75.81003,R+76,Cornyn +76,republican,texas,2020-11-10T20:55:22.941881Z
48269,King,154,0,4,5,Released as a precinct as first report of the night,74,207,74%,74% reported,edison,2,unknown,,125,,,149,5,0,0,0,0,0,0,0,0,2020-11-04T10:43:28Z,93.50649,R+94,Cornyn +94,republican,texas,2020-11-10T20:55:22.941881Z
48271,Kinney,1508,1269,3,4,Released as a precinct as first report of the night,81,1859,81%,81% reported,edison,2,unknown,,1498,,,1070,395,25,13,5,902,334,19,9,5,2020-11-04T10:43:29Z,44.76127,R+45,Cornyn +45,republican,texas,2020-11-10T20:55:22.941881Z
48273,Kleberg,10801,8730,16,18,Released as a precinct as first report of the night,87,12366,87%,87% reported,edison,2,unknown,,8039,,,5421,5110,184,84,2,4261,4280,124,63,2,2020-11-04T10:43:29Z,2.87936,R+3,Cornyn +3,republican,texas,2020-11-10T20:55:22.941881Z
48275,Knox,1430,763,6,7,Released as a precinct as first report of the night,80,1783,80%,80% reported,edison,2,unknown,,343,,,1147,263,15,5,0,612,149,2,0,0,2020-11-04T10:43:30Z,61.81818,R+62,Cornyn +62,republican,texas,2020-11-10T20:55:22.941881Z
48283,La Salle,2146,1469,5,5,Released as a precinct as first report of the night,80,2677,80%,80% reported,edison,2,some,,1195,,,1082,1005,30,29,0,745,690,17,17,0,2020-11-09T23:24:49Z,3.58807,R+4,Cornyn +4,republican,texas,2020-11-10T20:55:22.941881Z
48285,La Vaca,10036,7235,18,20,Released as a precinct as first report of the night,98,10228,98%,98% reported,edison,2,unknown,,5887,,,8597,1305,109,23,2,6157,994,66,16,2,2020-11-04T10:43:37Z,72.65843,R+73,Cornyn +73,republican,texas,2020-11-10T20:55:22.941881Z
48277,Lamar,21070,16488,24,27,Released as a precinct as first report of the night,99,21338,>98%,>98% reported,edison,6,unknown,,15300,,,16417,4264,276,99,14,12648,3561,199,69,11,2020-11-04T10:43:32Z,57.67916,R+58,Cornyn +58,republican,texas,2020-11-10T20:55:22.941881Z
48279,Lamb,4354,3063,10,12,Released as a precinct as first report of the night,90,4831,90%,90% reported,edison,2,unknown,,2723,,,3463,794,74,22,1,2443,560,47,12,1,2020-11-04T10:43:34Z,61.29995,R+61,Cornyn +61,republican,texas,2020-11-10T20:55:22.941881Z
48281,Lampasas,10304,8584,10,10,Released as a precinct as first report of the night,100,9690,>98%,>98% reported,edison,2,unknown,,6404,,,8086,1969,188,61,0,6675,1725,139,45,0,2020-11-04T10:43:35Z,59.3653,R+59,Cornyn +59,republican,texas,2020-11-10T20:55:22.941881Z
48287,Lee,8020,6507,15,16,Released as a precinct as first report of the night,100,7718,>98%,>98% reported,edison,2,unknown,,5270,,,6203,1685,96,36,0,5000,1412,69,26,0,2020-11-04T10:43:38Z,56.33416,R+56,Cornyn +56,republican,texas,2020-11-10T20:55:22.941881Z
48289,Leon,8678,5656,16,18,Released as a precinct as first report of the night,98,8785,98%,98% reported,edison,2,some,,4924,,,7420,1027,102,41,88,4860,717,57,22,0,2020-11-04T10:43:39Z,73.66905,R+74,Cornyn +74,republican,texas,2020-11-10T20:55:22.941881Z
48291,Liberty,29009,24129,28,30,Released as a precinct as first report of the night,100,28657,>98%,>98% reported,edison,2,unknown,,23806,,,22743,5662,477,127,0,19165,4520,351,93,0,2020-11-10T14:16:21Z,58.88173,R+59,Cornyn +59,republican,texas,2020-11-10T20:55:22.941881Z
48293,Limestone,8964,6792,19,21,Released as a precinct as first report of the night,98,9139,98%,98% reported,edison,2,unknown,,6531,,,6653,2112,122,77,0,4960,1689,96,47,0,2020-11-04T10:43:42Z,50.65819,R+51,Cornyn +51,republican,texas,2020-11-10T20:55:22.941881Z
48295,Lipscomb,1323,562,5,7,Released as a precinct as first report of the night,84,1573,84%,84% reported,edison,2,unknown,,482,,,1180,117,25,1,0,489,69,4,0,0,2020-11-04T10:43:43Z,80.34769,R+80,Cornyn +80,republican,texas,2020-11-10T20:55:22.941881Z
48297,Live Oak,4980,3388,13,15,Released as a precinct as first report of the night,98,5081,98%,98% reported,edison,2,unknown,,3171,,,4121,790,55,14,0,2783,563,36,6,0,2020-11-04T10:43:44Z,66.88755,R+67,Cornyn +67,republican,texas,2020-11-10T20:55:22.941881Z
48299,Llano,12479,11135,9,10,Released as a precinct as first report of the night,97,12897,97%,97% reported,edison,2,unknown,,11573,,,9969,2294,170,46,0,8855,2120,121,39,0,2020-11-04T10:43:45Z,61.50333,R+62,Cornyn +62,republican,texas,2020-11-10T20:55:22.941881Z
48301,Loving,66,45,4,5,Released as a precinct as first report of the night,78,85,78%,78% reported,edison,2,unknown,,56,,,58,5,3,0,0,41,3,1,0,0,2020-11-04T10:43:45Z,80.30303,R+80,Cornyn +80,republican,texas,2020-11-10T20:55:22.941881Z
48303,Lubbock,118951,105236,91,98,Released as a precinct as first report of the night,99,120204,>98%,>98% reported,edison,6,some,,108791,,,79160,36088,3002,695,6,70495,31861,2348,526,6,2020-11-04T10:43:46Z,36.20987,R+36,Cornyn +36,republican,texas,2020-11-10T20:55:22.941881Z
48305,Lynn,2263,2263,13,15,Released as a precinct as first report of the night,95,2373,95%,95% reported,edison,2,unknown,,1615,,,1817,411,25,10,0,1817,411,25,10,0,2020-11-04T10:43:47Z,62.12992,R+62,Cornyn +62,republican,texas,2020-11-10T20:55:22.941881Z
48313,Madison,5216,4325,5,5,Released as a precinct as first report of the night,100,5065,>98%,>98% reported,edison,2,unknown,,4216,,,4113,1028,61,14,0,3399,874,40,12,0,2020-11-04T10:43:52Z,59.14494,R+59,Cornyn +59,republican,texas,2020-11-10T20:55:22.941881Z
48315,Marion,4738,3637,9,10,Released as a precinct as first report of the night,94,5057,94%,94% reported,edison,2,unknown,,3462,,,3369,1267,85,17,0,2566,1001,57,13,0,2020-11-04T10:43:53Z,44.36471,R+44,Cornyn +44,republican,texas,2020-11-10T20:55:22.941881Z
48317,Martin,2112,1667,6,6,Released as a precinct as first report of the night,100,2081,>98%,>98% reported,edison,2,unknown,,738,,,1811,263,27,11,0,1443,196,20,8,0,2020-11-04T10:43:53Z,73.29545,R+73,Cornyn +73,republican,texas,2020-11-10T20:55:22.941881Z
48319,Mason,2553,2293,5,5,Released as a precinct as first report of the night,100,2429,>98%,>98% reported,edison,2,unknown,,2092,,,1979,542,25,7,0,1775,492,20,6,0,2020-11-04T10:43:54Z,56.28672,R+56,Cornyn +56,republican,texas,2020-11-10T20:55:22.941881Z
48321,Matagorda,13468,10783,16,19,Released as a precinct as first report of the night,94,14402,94%,94% reported,edison,2,unknown,,12052,,,9637,3547,222,62,0,7680,2901,156,46,0,2020-11-04T10:43:56Z,45.2183,R+45,Cornyn +45,republican,texas,2020-11-10T20:55:22.941881Z
48323,Maverick,14291,10691,14,14,Released as a precinct as first report of the night,81,17664,81%,81% reported,edison,2,unknown,,9456,,,5708,7958,269,349,7,4114,6189,170,213,5,2020-11-09T23:18:45Z,15.74417,D+16,Hegar +16,democrat,texas,2020-11-10T20:55:22.941881Z
48307,McCulloch,3379,2632,3,4,Released as a precinct as first report of the night,92,3664,92%,92% reported,edison,2,unknown,,3128,,,2837,460,63,19,0,2195,382,44,11,0,2020-11-04T10:43:49Z,70.34626,R+70,Cornyn +70,republican,texas,2020-11-10T20:55:22.941881Z
48309,McLennan,95886,78875,86,92,Released as a precinct as first report of the night,98,97624,98%,98% reported,edison,2,some,,70693,,,59916,33319,2010,638,3,48454,28574,1404,440,3,2020-11-04T10:43:50Z,27.73815,R+28,Cornyn +28,republican,texas,2020-11-10T20:55:22.941881Z
48311,McMullen,500,359,4,5,Released as a precinct as first report of the night,76,654,76%,76% reported,edison,2,unknown,,417,,,454,43,2,1,0,337,21,1,0,0,2020-11-04T10:43:51Z,82.2,R+82,Cornyn +82,republican,texas,2020-11-10T20:55:22.941881Z
48325,Medina,22128,19556,8,8,Released as a precinct as first report of the night,100,20366,>98%,>98% reported,edison,2,unknown,,18044,,,15548,6171,311,96,2,13784,5441,250,79,2,2020-11-04T10:43:59Z,42.37617,R+42,Cornyn +42,republican,texas,2020-11-10T20:55:22.941881Z
48327,Menard,995,779,6,7,Released as a precinct as first report of the night,89,1123,89%,89% reported,edison,2,unknown,,813,,,793,188,10,4,0,620,154,2,3,0,2020-11-04T10:43:59Z,60.80402,R+61,Cornyn +61,republican,texas,2020-11-10T20:55:22.941881Z
48329,Midland,58326,49608,41,45,Released as a precinct as first report of the night,96,60756,96%,96% reported,edison,2,some,,52107,,,45584,11348,1160,215,19,38850,9714,890,139,15,2020-11-04T10:44:00Z,58.69766,R+59,Cornyn +59,republican,texas,2020-11-10T20:55:22.941881Z
48331,Milam,10278,8710,11,12,Released as a precinct as first report of the night,100,10231,>98%,>98% reported,edison,2,unknown,,7689,,,7725,2365,135,53,0,6560,2012,97,41,0,2020-11-04T10:44:01Z,52.15022,R+52,Cornyn +52,republican,texas,2020-11-10T20:55:22.941881Z
48333,Mills,2484,1934,7,8,Released as a precinct as first report of the night,94,2652,94%,94% reported,edison,2,unknown,,2437,,,2193,252,30,9,0,1691,209,28,6,0,2020-11-04T10:44:01Z,78.1401,R+78,Cornyn +78,republican,texas,2020-11-10T20:55:22.941881Z
48335,Mitchell,2540,1868,6,7,Released as a precinct as first report of the night,93,2735,93%,93% reported,edison,2,some,,2166,,,2128,359,40,12,1,1565,266,29,7,1,2020-11-04T10:44:02Z,69.64567,R+70,Cornyn +70,republican,texas,2020-11-10T20:55:22.941881Z
48337,Montague,9762,7997,14,16,Released as a precinct as first report of the night,96,10160,96%,96% reported,edison,2,some,,582,,,8524,1051,135,47,5,6975,887,96,34,5,2020-11-04T10:44:02Z,76.55194,R+77,Cornyn +77,republican,texas,2020-11-10T20:55:22.941881Z
48339,Montgomery,268559,234419,101,101,Released as a precinct as first report of the night,100,259565,>98%,>98% reported,edison,4,some,,200221,,,194368,68142,4840,1206,3,169404,60404,3709,899,3,2020-11-04T10:44:05Z,47.00122,R+47,Cornyn +47,republican,texas,2020-11-10T20:55:22.941881Z
48341,Moore,5441,3730,6,8,Released as a precinct as first report of the night,87,6240,87%,87% reported,edison,2,unknown,,3973,,,4311,996,102,32,0,3133,531,53,13,0,2020-11-04T10:44:07Z,60.9263,R+61,Cornyn +61,republican,texas,2020-11-10T20:55:22.941881Z
48343,Morris,5450,4072,8,9,Released as a precinct as first report of the night,90,6066,90%,90% reported,edison,2,unknown,,4099,,,3727,1634,66,21,2,2748,1273,39,11,1,2020-11-04T10:44:07Z,38.40367,R+38,Cornyn +38,republican,texas,2020-11-10T20:55:22.941881Z
48345,Motley,638,432,6,7,Released as a precinct as first report of the night,80,800,80%,80% reported,edison,2,unknown,,503,,,591,44,3,0,0,399,32,1,0,0,2020-11-04T10:44:08Z,85.73668,R+86,Cornyn +86,republican,texas,2020-11-10T20:55:22.941881Z
48347,Nacogdoches,26471,22191,23,26,Released as a precinct as first report of the night,95,27929,95%,95% reported,edison,2,unknown,,20976,,,17349,8481,476,162,3,14197,7504,366,123,1,2020-11-04T10:44:09Z,33.50081,R+34,Cornyn +34,republican,texas,2020-11-10T20:55:22.941881Z
48349,Navarro,18953,13936,27,30,Released as a precinct as first report of the night,98,19406,98%,98% reported,edison,2,unknown,,13004,,,13688,4817,315,133,0,10008,3643,217,68,0,2020-11-04T10:44:09Z,46.80526,R+47,Cornyn +47,republican,texas,2020-11-10T20:55:22.941881Z
48351,Newton,6019,4037,19,23,Released as a precinct as first report of the night,87,6911,87%,87% reported,edison,2,unknown,,3864,,,4784,1165,46,23,1,3169,825,31,12,0,2020-11-04T10:44:09Z,60.12627,R+60,Cornyn +60,republican,texas,2020-11-10T20:55:22.941881Z
48353,Nolan,5275,3510,8,10,Released as a precinct as first report of the night,92,5736,92%,92% reported,edison,2,unknown,,3284,,,4096,1077,84,18,0,2684,770,49,7,0,2020-11-04T10:44:10Z,57.23223,R+57,Cornyn +57,republican,texas,2020-11-10T20:55:22.941881Z
48355,Nueces,124988,109447,118,128,Released as a precinct as first report of the night,92,135727,92%,92% reported,edison,2,unknown,,100673,,,64418,57013,2556,991,10,56148,50589,1949,751,10,2020-11-04T10:44:10Z,5.92457,R+6,Cornyn +6,republican,texas,2020-11-10T20:55:22.941881Z
48357,Ochiltree,3105,2215,4,5,Released as a precinct as first report of the night,88,3545,88%,88% reported,edison,2,unknown,,2376,,,2782,278,36,8,1,2001,184,24,5,1,2020-11-04T10:44:10Z,80.64412,R+81,Cornyn +81,republican,texas,2020-11-10T20:55:22.941881Z
48359,Oldham,996,618,6,8,Released as a precinct as first report of the night,81,1232,81%,81% reported,edison,2,unknown,,538,,,908,74,9,5,0,574,37,6,1,0,2020-11-04T10:44:11Z,83.73494,R+84,Cornyn +84,republican,texas,2020-11-10T20:55:22.941881Z
48361,Orange,35674,30286,30,35,Released as a precinct as first report of the night,94,37789,94%,94% reported,edison,2,unknown,,33059,,,28704,6246,572,140,12,24366,5358,433,117,12,2020-11-04T10:44:11Z,62.95341,R+63,Cornyn +63,republican,texas,2020-11-10T20:55:22.941881Z
48363,Palo Pinto,12317,9502,26,28,Released as a precinct as first report of the night,100,12128,>98%,>98% reported,edison,2,unknown,,7232,,,9990,2026,231,70,0,7611,1683,156,52,0,2020-11-04T10:44:12Z,64.6586,R+65,Cornyn +65,republican,texas,2020-11-10T20:55:22.941881Z
48365,Panola,11296,7983,17,20,Released as a precinct as first report of the night,92,12300,92%,92% reported,edison,2,unknown,,9139,,,9141,2015,109,30,1,6422,1476,70,14,1,2020-11-04T10:44:12Z,63.08428,R+63,Cornyn +63,republican,texas,2020-11-10T20:55:22.941881Z
48367,Parker,74843,64871,44,44,Released as a precinct as first report of the night,96,78000,96%,96% reported,edison,2,all,,50658,,,61235,11721,1562,322,3,53053,10387,1178,251,2,2020-11-04T10:44:13Z,66.15716,R+66,Cornyn +66,republican,texas,2020-11-10T20:55:22.941881Z
48369,Parmer,2626,1300,8,10,Released as a precinct as first report of the night,79,3309,79%,79% reported,edison,2,unknown,,1526,,,2130,454,28,13,1,1096,198,6,0,0,2020-11-04T10:44:13Z,63.82331,R+64,Cornyn +64,republican,texas,2020-11-10T20:55:22.941881Z
48371,Pecos,4564,3800,8,10,Released as a precinct as first report of the night,84,5441,84%,84% reported,edison,2,some,,4379,,,3079,1373,79,32,1,2575,1150,50,24,1,2020-11-04T10:44:14Z,37.37949,R+37,Cornyn +37,republican,texas,2020-11-10T20:55:22.941881Z
48373,Polk,23427,19833,20,22,Released as a precinct as first report of the night,100,23444,>98%,>98% reported,edison,2,unknown,,22445,,,17668,5202,424,133,0,14943,4468,332,90,0,2020-11-04T10:44:14Z,53.21211,R+53,Cornyn +53,republican,texas,2020-11-10T20:55:22.941881Z
48375,Potter,32703,26506,22,25,Released as a precinct as first report of the night,99,33177,>98%,>98% reported,edison,6,some,,24501,,,22593,9120,737,245,8,18456,7372,518,158,2,2020-11-04T10:44:14Z,41.19806,R+41,Cornyn +41,republican,texas,2020-11-10T20:55:22.941881Z
48377,Presidio,2091,1708,6,8,Released as a precinct as first report of the night,73,2870,73%,73% reported,edison,2,unknown,,1723,,,651,1374,29,37,0,488,1176,20,24,0,2020-11-04T10:44:15Z,34.57676,D+35,Hegar +35,democrat,texas,2020-11-10T20:55:22.941881Z
48379,Rains,5947,4946,9,9,Released as a precinct as first report of the night,100,5551,>98%,>98% reported,edison,2,unknown,,3940,,,5052,788,81,26,0,4212,663,52,19,0,2020-11-04T10:44:15Z,71.70002,R+72,Cornyn +72,republican,texas,2020-11-10T20:55:22.941881Z
48381,Randall,64075,55834,21,23,Released as a precinct as first report of the night,93,68884,93%,93% reported,edison,4,all,,56579,,,50926,11567,1343,233,6,44536,10105,1013,176,4,2020-11-09T21:36:43Z,61.42645,R+61,Cornyn +61,republican,texas,2020-11-10T20:55:22.941881Z
48383,Reagan,1069,857,5,5,Released as a precinct as first report of the night,91,1175,91%,91% reported,edison,2,unknown,,756,,,893,154,13,9,0,721,119,10,7,0,2020-11-04T10:44:15Z,69.13003,R+69,Cornyn +69,republican,texas,2020-11-10T20:55:22.941881Z
48385,Real,1939,1614,5,6,Released as a precinct as first report of the night,98,1985,98%,98% reported,edison,2,unknown,,1530,,,1626,286,19,8,0,1352,243,15,4,0,2020-11-04T10:44:16Z,69.10779,R+69,Cornyn +69,republican,texas,2020-11-10T20:55:22.941881Z
48387,Red River,5725,4217,17,20,Released as a precinct as first report of the night,94,6094,94%,94% reported,edison,2,unknown,,5311,,,4447,1189,58,31,0,3213,958,30,16,0,2020-11-04T10:44:16Z,56.9083,R+57,Cornyn +57,republican,texas,2020-11-10T20:55:22.941881Z
48389,Reeves,3430,2549,9,12,Released as a precinct as first report of the night,83,4139,83%,83% reported,edison,2,unknown,,2241,,,1978,1337,72,43,0,1411,1072,42,24,0,2020-11-04T11:39:56Z,18.68805,R+19,Cornyn +19,republican,texas,2020-11-10T20:55:22.941881Z
48391,Refugio,3172,2393,9,11,Released as a precinct as first report of the night,91,3481,91%,91% reported,edison,2,unknown,,2120,,,2072,1023,52,24,1,1580,765,34,14,0,2020-11-04T10:44:16Z,33.07062,R+33,Cornyn +33,republican,texas,2020-11-10T20:55:22.941881Z
